date,avg_pnl,total_pnl,win_rate,fgi_score,trade_count
2024-01-28,-225.27906545454545,-2478.06972,0.0,54.0,11
2024-01-29,6.5751694864864865,486.562542,0.6081081081081081,55.0,74
2024-01-30,-3.5439630816326537,-173.65419100000003,0.10204081632653061,61.0,49
2024-01-31,-0.9311301711292199,-799.8408169999999,0.2689173457508731,60.0,859
2024-02-01,0.0,0.0,0.0,63.0,6
2024-02-02,10.867225547619048,456.423473,0.30952380952380953,63.0,42
2024-02-03,3.9876640535714283,223.30918699999998,0.10714285714285714,60.0,56
2024-02-04,1.360682714285714,47.62389499999999,0.2571428571428571,60.0,35
2024-02-05,-0.46464158333333394,-33.454194000000044,0.19444444444444445,60.0,72
2024-02-06,-0.19817638511029412,-215.615907,0.1645220588235294,64.0,1088
2024-02-07,16.082808,241.24212,0.13333333333333333,62.0,15
2024-02-08,77.07560240000001,770.756024,0.4,66.0,10
2024-02-11,28.924799294117644,983.4431759999999,0.20588235294117646,71.0,34
2024-02-12,57.11761168749999,913.8817869999998,0.375,70.0,16
2024-02-13,39.960277857142856,559.44389,1.0,79.0,14
2024-02-14,34.509908405405405,3830.599833,0.7477477477477478,74.0,111
2024-02-15,29.219010746031742,1840.7976769999998,0.9047619047619048,72.0,63
2024-02-16,30.174554032967034,5491.768834,0.8021978021978022,72.0,182
2024-02-17,20.52810425531915,1929.6418,0.648936170212766,76.0,94
2024-02-18,4.923967319587628,477.6248299999999,0.6288659793814433,72.0,97
2024-02-19,42.750183792079206,4317.768563,0.7623762376237624,75.0,101
2024-02-20,83.68279035897436,3263.628824,0.7948717948717948,72.0,39
2024-02-21,84.49084409090909,1858.7985700000002,0.6818181818181818,78.0,22
2024-02-22,44.25119397727272,3894.1050699999996,0.45454545454545453,74.0,88
2024-02-23,9.91995055944056,1418.55293,0.958041958041958,76.0,143
2024-02-25,-6.1541,-30.7705,0.0,74.0,5
2024-02-26,113.25249487179488,4416.8473,0.8717948717948718,72.0,39
2024-02-27,14.103360841269842,888.511733,0.4126984126984127,79.0,63
2024-02-28,55.63882744444444,2503.747235,0.8666666666666667,82.0,45
2024-02-29,84.60342234482759,9813.996992,0.8620689655172413,80.0,116
2024-03-01,60.176944591240876,8244.241409,0.9343065693430657,80.0,137
2024-03-02,7.448406451612905,230.90060000000005,0.6774193548387096,80.0,31
2024-03-03,105.83653474683545,8361.086245,0.6835443037974683,83.0,79
2024-03-04,92.66591914,27799.775742,0.8866666666666667,82.0,300
2024-03-05,109.95014467222222,19791.026041,0.9055555555555556,90.0,180
2024-03-06,83.10762364634145,6814.825139,0.8780487804878049,75.0,82
2024-03-08,63.7594960597015,4271.886236,0.8805970149253731,81.0,67
2024-03-09,85.03847541880343,9949.501624,0.8290598290598291,84.0,117
2024-03-10,59.117314285714286,2482.9272,0.6904761904761905,79.0,42
2024-03-11,85.43284511904763,3588.1794950000003,0.9285714285714286,82.0,42
2024-03-12,379.89575,3039.166,0.875,81.0,8
2024-03-13,0.0,0.0,0.0,81.0,7
2024-03-14,192.5481017777778,3465.865832,0.8888888888888888,88.0,18
2024-03-15,100.58892985483871,6236.513651,0.6612903225806451,83.0,62
2024-03-16,28.57248,228.57984,0.125,81.0,8
2024-03-17,21.882345869565217,503.293955,0.43478260869565216,79.0,23
2024-03-18,76.68198421052632,1456.9577000000002,0.3157894736842105,77.0,19
2024-03-19,27.86658220833333,668.797973,0.20833333333333334,79.0,24
2024-03-20,93.08890723188406,6423.134599,0.8695652173913043,74.0,69
2024-03-21,83.41100267857144,2335.508075,0.8214285714285714,78.0,28
2024-03-24,68.26413036842105,1297.018477,0.7894736842105263,74.0,19
2024-03-25,186.13091828571427,1302.916428,0.8571428571428571,75.0,7
2024-03-26,27.253445703389833,3215.906593,0.9322033898305084,81.0,118
2024-03-27,3.9581878947368416,150.41114,0.3157894736842105,83.0,38
2024-03-28,17.527000615384615,227.85100799999998,0.6923076923076923,80.0,13
2024-03-29,58.873160266666666,883.097404,0.4,79.0,15
2024-03-30,24.45722533333333,1100.57514,0.9777777777777777,75.0,45
2024-03-31,70.21431884615384,912.786145,0.7692307692307693,75.0,13
2024-04-01,32.57095332467532,2507.963406,0.5454545454545454,79.0,77
2024-04-02,21.555141756097562,883.760812,0.2926829268292683,79.0,41
2024-04-03,31.6971,126.7884,0.25,71.0,4
2024-04-04,0.0,0.0,0.0,70.0,32
2024-04-05,107.06484306,10706.484306,0.9,79.0,100
2024-04-06,14.770945874999999,236.33513399999998,0.25,75.0,16
2024-04-07,0.0,0.0,0.0,78.0,23
2024-04-08,40.614223333333335,1218.4267,0.03333333333333333,76.0,30
2024-04-09,0.0,0.0,0.0,80.0,3
2024-04-10,127.01081497560976,5207.443414,0.8780487804878049,78.0,41
2024-04-11,24.35894775,389.743164,0.125,76.0,16
2024-04-12,-4.594153790697676,-592.6458390000001,0.5503875968992248,79.0,129
2024-04-13,74.3983343258427,6621.451755,0.6853932584269663,72.0,89
2024-04-14,-337.4206777570094,-36104.012520000004,0.308411214953271,72.0,107
2024-04-15,92.05094439024391,3774.08872,0.8536585365853658,74.0,41
2024-04-16,52.504302574468085,2467.702221,0.9148936170212766,65.0,47
2024-04-17,174.3906,2441.4684,0.9285714285714286,67.0,14
2024-04-19,55.61272748571429,1946.4454620000001,0.7714285714285715,66.0,35
2024-04-20,0.0,0.0,0.0,66.0,22
2024-04-22,0.0,0.0,0.0,73.0,9
2024-04-23,16.962669636363636,1119.536196,0.5303030303030303,71.0,66
2024-04-24,13.95929535,279.185907,0.3,72.0,20
2024-04-25,0.0,0.0,0.0,72.0,74
2024-04-26,0.0,0.0,0.0,70.0,3
2024-04-27,158.57363477777778,4281.488139,0.7037037037037037,67.0,27
2024-04-28,0.0,0.0,0.0,65.0,58
2024-04-29,11.7096408,526.933836,0.37777777777777777,67.0,45
2024-04-30,0.0,0.0,0.0,67.0,24
2024-05-01,0.0,0.0,0.0,54.0,14
2024-05-03,147.38936236111113,5306.0170450000005,0.4722222222222222,48.0,36
2024-05-04,0.0,0.0,0.0,67.0,9
2024-05-05,0.15266666666666667,0.916,0.16666666666666666,69.0,6
2024-05-06,107.62115333333333,968.59038,0.4444444444444444,71.0,9
2024-05-07,49.08542738888889,883.537693,0.5,68.0,18
2024-05-08,0.12044307692307693,1.56576,0.07692307692307693,64.0,13
2024-05-09,40.985566285714285,1147.595856,0.39285714285714285,55.0,28
2024-05-10,95.5337134090909,2101.7416949999997,0.2727272727272727,66.0,22
2024-05-11,27.956082444444448,251.60474200000002,1.0,53.0,9
2024-05-12,0.0,0.0,0.0,56.0,23
2024-05-13,76.31620925,2136.853859,0.35714285714285715,57.0,28
2024-05-14,50.02275239130436,1150.5233050000002,0.17391304347826086,66.0,23
2024-05-15,26.360293944444447,948.970582,0.4722222222222222,64.0,36
2024-05-16,7.94777037037037,214.5898,0.18518518518518517,70.0,27
2024-05-18,140.89578644000002,3522.3946610000003,0.64,73.0,25
2024-05-19,0.0,0.0,0.0,72.0,8
2024-05-20,-7.481844199999999,-74.81844199999999,0.0,70.0,10
2024-05-21,58.315180575999996,7289.397572,0.112,76.0,125
2024-05-22,0.0,0.0,0.0,76.0,6
2024-05-23,1.2718379353846154,413.347329,0.4461538461538462,76.0,325
2024-05-24,410.974639,821.949278,1.0,74.0,2
2024-05-25,0.8828774374999999,14.126038999999999,0.3125,76.0,16
2024-05-26,48.66774375,778.6839,0.25,75.0,16
2024-05-27,4.499425776892431,1129.35587,0.35856573705179284,74.0,251
2024-05-29,1.6938533719512194,277.791953,0.4146341463414634,72.0,164
2024-05-30,2.9930618571428576,20.951433,0.7142857142857143,73.0,7
2024-05-31,1.9506246153846154,25.35812,0.3076923076923077,73.0,13
2024-06-01,3.66041676,91.510419,0.36,72.0,25
2024-06-02,2.074268247311828,192.906947,0.3655913978494624,73.0,93
2024-06-03,8.040117257142859,562.808208,0.6285714285714286,73.0,70
2024-06-04,0.9851214716981133,52.211438,0.4716981132075472,73.0,53
2024-06-05,1.038064925925926,56.055506,0.2962962962962963,75.0,54
2024-06-06,1.1716802863247862,274.173187,0.42735042735042733,78.0,234
2024-06-07,20.23288049090909,8902.467416,0.4,77.0,440
2024-06-08,4.453063413793104,129.13883900000002,0.27586206896551724,72.0,29
2024-06-09,0.0,0.0,0.0,75.0,17
2024-06-10,0.589939716981132,31.266804999999998,0.33962264150943394,72.0,53
2024-06-11,35.12708789430894,4320.631811,0.13821138211382114,74.0,123
2024-06-12,-86.16744682283463,-21886.531493,0.08267716535433071,72.0,254
2024-06-13,83.95895082278481,6632.757115,0.24050632911392406,70.0,79
2024-06-14,330.9223422258064,10258.592609,0.4838709677419355,74.0,31
2024-06-15,43.20459417948718,3369.958346,0.48717948717948717,74.0,78
2024-06-16,0.0,0.0,0.0,71.0,11
2024-06-17,278.9342730263158,10599.502375,0.6578947368421053,71.0,38
2024-06-18,11.3030544,282.57636,0.16,74.0,25
2024-06-19,80.12552367213115,4887.656944,0.5081967213114754,64.0,61
2024-06-20,1473.8065647692308,57478.456026,0.20512820512820512,60.0,39
2024-06-21,9.66947755,773.5582039999999,0.0375,63.0,80
2024-06-22,31.536523541666668,756.876565,0.3333333333333333,53.0,24
2024-06-23,0.0,0.0,0.0,55.0,5
2024-06-24,0.0,0.0,0.0,51.0,31
2024-06-25,99.3745531632653,4869.353105,0.22448979591836735,30.0,49
2024-06-26,58.30183586111111,4197.732182,0.2916666666666667,46.0,72
2024-06-27,0.0,0.0,0.0,40.0,30
2024-06-29,82.0043486,6150.326145,0.32,30.0,75
2024-06-30,0.0,0.0,0.0,47.0,14
2024-07-01,79.1537391875,5065.839308,0.40625,53.0,64
2024-07-02,134.514062,2421.253116,0.7222222222222222,51.0,18
2024-07-03,62.132626888888886,1118.387284,0.2222222222222222,50.0,18
2024-07-04,0.0,0.0,0.0,44.0,25
2024-07-05,0.0,0.0,0.0,29.0,32
2024-07-06,4.53634075,108.872178,0.2916666666666667,26.0,24
2024-07-07,6.1428942,61.428942,1.0,29.0,10
2024-07-08,0.0,0.0,0.0,28.0,1
2024-07-09,43.265627466666665,648.984412,1.0,27.0,15
2024-07-10,213.88812333928573,11977.734907,0.6785714285714286,28.0,56
2024-07-11,98.7795832631579,1876.8120820000001,0.47368421052631576,29.0,19
2024-07-12,74.33235021052631,1412.314654,0.47368421052631576,25.0,19
2024-07-13,171.38928452941175,2913.617837,1.0,25.0,17
2024-07-14,0.0,0.0,0.0,33.0,7
2024-07-15,-0.03846153846153846,-0.9999999999999999,0.0,52.0,26
2024-07-16,0.0,0.0,0.0,65.0,22
2024-07-17,5.297064037037037,1859.269477,0.4131054131054131,69.0,351
2024-07-18,63.398071849999994,3803.884311,0.8,61.0,60
2024-07-19,93.73439626086956,2155.891114,0.5217391304347826,60.0,23
2024-07-20,8.643494609022557,2299.169566,0.12406015037593984,74.0,266
2024-07-21,-6.608743051339286,-2960.716887,0.046875,74.0,448
2024-07-22,9.851427766233765,1517.119876,0.14285714285714285,70.0,154
2024-07-23,242.94676271891893,89890.30220600001,0.8891891891891892,71.0,370
2024-07-24,6.9506831,625.561479,0.2,69.0,90
2024-07-25,11.753054615384615,916.73826,0.1282051282051282,68.0,78
2024-07-26,18.200744164473683,2766.513113,0.40131578947368424,68.0,152
2024-07-27,112.2916430877193,6400.623656,0.7368421052631579,72.0,57
2024-07-28,36.706189375,587.29903,0.75,71.0,16
2024-07-29,8.482165487179488,330.804454,0.41025641025641024,74.0,39
2024-07-30,0.0,0.0,0.0,67.0,6
2024-07-31,17.806764744186047,765.690884,0.32558139534883723,61.0,43
2024-08-01,2.9312283684210527,167.080017,0.07017543859649122,52.0,57
2024-08-02,12.418542714285715,782.368191,0.2698412698412698,57.0,63
2024-08-03,12.545667567567568,464.1897,0.02702702702702703,37.0,37
2024-08-04,-965.9212667952756,-122672.000883,0.023622047244094488,34.0,127
2024-08-05,-162.6708146125,-13013.665169,0.4125,26.0,80
2024-08-06,2.4982995140186914,267.318048,0.12149532710280374,17.0,107
2024-08-07,5.720886515151515,188.789255,0.30303030303030304,29.0,33
2024-08-08,-4.5235796666666666,-40.712216999999995,0.0,20.0,9
2024-08-09,125.56993941666666,18082.071276,0.2986111111111111,48.0,144
2024-08-10,0.0,0.0,0.0,40.0,88
2024-08-11,35.32402583333334,847.7766200000001,0.16666666666666666,39.0,24
2024-08-12,17.88896875,858.6705,0.125,25.0,48
2024-08-13,9.220913913043479,212.08102,0.34782608695652173,31.0,23
2024-08-14,86.75606052,2168.9015130000003,0.2,30.0,25
2024-08-15,0.0,0.0,0.0,29.0,12
2024-08-16,23.578015542857145,825.230544,0.08571428571428572,27.0,35
2024-08-17,-9.609437100000001,-288.283113,0.0,25.0,30
2024-08-18,20.480125866666665,307.201888,0.8,31.0,15
2024-08-19,42.462447874999995,339.69958299999996,0.625,28.0,8
2024-08-20,16.050237,192.602844,0.08333333333333333,30.0,12
2024-08-21,4.525523620689655,656.200925,0.3724137931034483,26.0,145
2024-08-23,100.53052699999999,1005.30527,0.3,34.0,10
2024-08-24,0.0,0.0,0.0,56.0,7
2024-08-25,0.0,0.0,0.0,54.0,17
2024-08-26,38.539486333333336,231.236918,0.3333333333333333,55.0,6
2024-08-27,0.0,0.0,0.0,48.0,50
2024-08-28,148.15107166666667,1333.359645,0.2222222222222222,30.0,9
2024-08-29,0.0,0.0,0.0,29.0,1
2024-08-30,42.744,256.464,0.16666666666666666,34.0,6
2024-08-31,0.3200823823529412,10.882801,0.35294117647058826,29.0,34
2024-09-01,11.452757750000002,137.433093,0.4166666666666667,26.0,12
2024-09-02,0.0,0.0,0.0,26.0,2
2024-09-04,31.346621529411763,1065.785132,0.14705882352941177,27.0,34
2024-09-05,0.0,0.0,0.0,29.0,1
2024-09-06,-26.306113452380952,-1104.856765,0.0,22.0,42
2024-09-08,0.0,0.0,0.0,29.0,1
2024-09-09,0.0,0.0,0.0,26.0,2
2024-09-10,-73.24321966666666,-219.729659,0.0,33.0,3
2024-09-11,0.0,0.0,0.0,37.0,1
2024-09-14,0.0,0.0,0.0,50.0,11
2024-09-18,-6.059895131034483,-878.684794,0.0,45.0,145
2024-09-19,0.0,0.0,0.0,49.0,19
2024-09-20,599.0646425,9585.03428,0.5,54.0,16
2024-09-21,1572.416057826087,36165.56933,1.0,54.0,23
2024-09-22,0.0,0.0,0.0,52.0,3
2024-09-23,167.380398,334.760796,0.5,50.0,2
2024-09-24,0.0,0.0,0.0,54.0,10
2024-09-25,0.0,0.0,0.0,59.0,9
2024-09-26,54.976564125,439.812513,0.25,50.0,8
2024-09-27,0.0,0.0,0.0,61.0,56
2024-09-28,0.0,0.0,0.0,64.0,4
2024-09-30,25.571946113207545,2710.626288,0.04716981132075472,61.0,106
2024-10-01,0.0,0.0,0.0,50.0,4
2024-10-02,0.0,0.0,0.0,42.0,4
2024-10-03,11.152864666666666,100.375782,0.3333333333333333,37.0,9
2024-10-04,0.0,0.0,0.0,41.0,1
2024-10-05,155.86924032432432,5767.161892,0.6486486486486487,49.0,37
2024-10-06,5.9312308636363635,130.487079,0.22727272727272727,50.0,22
2024-10-07,0.0,0.0,0.0,50.0,21
2024-10-08,149.90407327777777,5396.546638,0.9166666666666666,49.0,36
2024-10-09,28.290194285714286,396.06272,0.21428571428571427,49.0,14
2024-10-10,0.0,0.0,0.0,39.0,16
2024-10-11,341.74336450000004,8885.327477,0.6923076923076923,32.0,26
2024-10-12,54.155471,541.55471,0.7,49.0,10
2024-10-13,0.0,0.0,0.0,50.0,10
2024-10-14,382.723916,1913.6195799999998,1.0,48.0,5
2024-10-15,167.17515371428573,1170.2260760000001,0.5714285714285714,65.0,7
2024-10-16,19.95280690909091,219.480876,0.2727272727272727,73.0,11
2024-10-17,4.0127733333333335,36.11496,0.1111111111111111,71.0,9
2024-10-18,55.536523499999994,333.219141,0.8333333333333334,73.0,6
2024-10-19,0.0,0.0,0.0,72.0,4
2024-10-20,4.05370621875,389.155797,0.11458333333333333,73.0,96
2024-10-21,14.248066843930635,2464.915564,0.3930635838150289,72.0,173
2024-10-22,0.0,0.0,0.0,70.0,3
2024-10-23,-2.5827745,-46.489941,0.0,71.0,18
2024-10-25,441.19540236666666,13235.862071,0.7,72.0,30
2024-10-27,166.66557699999998,666.6623079999999,0.75,74.0,4
2024-10-28,12.867704769230771,167.28016200000002,0.3076923076923077,72.0,13
2024-10-29,15.116431622641512,801.1708760000001,0.05660377358490566,72.0,53
2024-10-30,0.36600091999999995,9.150023,0.28,77.0,25
2024-10-31,25.292579395833332,1214.043811,0.7083333333333334,77.0,48
2024-11-01,45.238075478260875,1040.475736,0.2608695652173913,75.0,23
2024-11-02,0.0,0.0,0.0,72.0,2
2024-11-03,0.0,0.0,0.0,74.0,6
2024-11-04,77.76140205555556,2799.4104740000002,0.6388888888888888,70.0,36
2024-11-05,67.8475928,678.475928,0.5,70.0,10
2024-11-06,187.85581533333334,2817.83723,0.4666666666666667,70.0,15
2024-11-07,39.764187044247784,4493.353136,0.5309734513274337,77.0,113
2024-11-08,-1.6516292564102575,-64.41354100000004,0.15384615384615385,75.0,39
2024-11-09,1.196615581395349,102.90894,0.22093023255813954,75.0,86
2024-11-10,5.728984589595376,991.114334,0.2947976878612717,78.0,173
2024-11-11,18.09552545844504,6749.630996,0.24664879356568364,76.0,373
2024-11-12,20.435084175438597,3494.399394,0.19883040935672514,80.0,171
2024-11-13,163.46671404166668,7846.402274,0.5625,84.0,48
2024-11-14,41.4864475,4563.509225,0.2545454545454545,88.0,110
2024-11-15,27.790204281879195,4140.740438,0.3691275167785235,80.0,149
2024-11-16,17.640266936305732,2769.521909,0.3057324840764331,86.0,157
2024-11-17,4.224762129186603,882.975285,0.23444976076555024,90.0,209
2024-11-18,12.921431176300578,4470.815187,0.3583815028901734,83.0,346
2024-11-19,9.699242593442623,2958.268991,0.4918032786885246,90.0,305
2024-11-20,7.654714358181818,4210.0928969999995,0.3981818181818182,83.0,550
2024-11-21,3.1634222261682243,1692.430891,0.308411214953271,82.0,535
2024-11-22,-26.664721085419732,-18105.345617,0.3078055964653903,94.0,679
2024-11-23,7.993200104683195,2901.531638,0.3526170798898072,93.0,363
2024-11-24,5.497385965116279,945.550386,0.26744186046511625,80.0,172
2024-11-25,21.66172836862745,5523.740734,0.4117647058823529,82.0,255
2024-11-26,3.6251965529801327,1094.809359,0.2913907284768212,79.0,302
2024-11-27,-12.462420812206572,-2654.495633,0.3474178403755869,75.0,213
2024-11-28,-382.75722766566264,-127075.39958499999,0.32831325301204817,77.0,332
2024-11-29,449.98726247328244,176844.994152,0.48854961832061067,78.0,393
2024-11-30,100.04475474530831,37316.69352,0.42091152815013405,84.0,373
2024-12-01,98.28453003365385,40886.364494,0.53125,81.0,416
2024-12-02,68.48001597407408,18489.604313,0.4074074074074074,80.0,270
2024-12-03,63.03887509358289,23576.539285,0.4304812834224599,76.0,374
2024-12-04,918.1561599404388,292891.815021,0.46394984326018807,78.0,319
2024-12-05,156.96078615789472,71574.118488,0.4232456140350877,84.0,456
2024-12-06,-229.83782604218362,-92624.643895,0.23325062034739455,72.0,403
2024-12-07,282.5864442993421,85906.279067,0.4309210526315789,75.0,304
2024-12-08,38.01412722857143,15965.933436000001,0.3619047619047619,79.0,420
2024-12-09,11.708659881261596,6310.967676,0.31910946196660483,78.0,539
2024-12-10,24.640206911654136,39325.770231,0.5870927318295739,78.0,1596
2024-12-11,261.30348420720725,319051.554217,0.7125307125307125,74.0,1221
2024-12-12,310.1199767122153,599151.795008,0.6997929606625258,83.0,1932
2024-12-13,27.22583268968457,31935.901745,0.40153452685422,76.0,1173
2024-12-14,135.87157833522267,167801.399244,0.47368421052631576,83.0,1235
2024-12-15,57.4692488385386,97525.315279,0.24572775486152032,80.0,1697
2024-12-16,158.07994704549765,166774.344133,0.5071090047393365,83.0,1055
2024-12-17,113.13307839876352,219591.305172,0.4363730036063885,87.0,1941
2024-12-18,9.575223703988803,13682.994673,0.36599020293911827,81.0,1429
2024-12-19,18.791256210242587,62744.004486,0.6148547469302186,75.0,3339
2024-12-20,102.47976689670418,254969.660039,0.5558681672025724,74.0,2488
2024-12-21,89.24578415050566,150022.163157,0.5496728138013087,73.0,1681
2024-12-22,455.03509557235145,352197.163973,0.4354005167958656,73.0,774
2024-12-23,-12.53967898466127,-29430.626577,0.2901576480613549,70.0,2347
2024-12-24,43.827751822485205,14813.780116,0.33727810650887574,73.0,338
2024-12-25,3.6377742644230766,756.6570469999999,0.30288461538461536,73.0,208
2024-12-26,86.41124780774749,60228.639722,0.5136298421807748,79.0,697
2024-12-27,10.280042442307693,2672.811035,0.4230769230769231,74.0,260
2024-12-28,5.842693310559007,940.673623,0.22981366459627328,72.0,161
2024-12-29,14.348596651741294,2884.067927,0.31840796019900497,73.0,201
2024-12-30,29.637296503289473,9009.738137,0.39473684210526316,65.0,304
2024-12-31,17.794159509803922,5445.01281,0.3006535947712418,64.0,306
2025-01-01,-99.25068067708334,-9528.065345,0.3020833333333333,66.0,96
2025-01-02,24.145482235457067,8716.519087,0.45706371191135736,70.0,361
2025-01-03,11.867099986220472,6028.486793,0.27165354330708663,74.0,508
2025-01-04,6.882851665768194,2553.537968,0.20215633423180593,73.0,371
2025-01-05,13.337737920502093,3187.719363,0.41841004184100417,72.0,239
2025-01-06,10.583220581151831,6064.185393,0.15532286212914484,76.0,573
2025-01-07,25.271942748822607,16098.227531,0.7613814756671899,78.0,637
2025-01-08,125.23300342059672,130117.090554,0.37151106833493747,70.0,1039
2025-01-09,89.99220096168582,46975.928902,0.2777777777777778,69.0,522
2025-01-10,-12.352717401709404,-10116.875552000001,0.5274725274725275,50.0,819
2025-01-11,8.017952424028268,2269.080536,0.24381625441696114,69.0,283
2025-01-12,9.538607646179402,5742.241803,0.7840531561461794,62.0,602
2025-01-13,23.66526801960784,9655.429352,0.3872549019607843,61.0,408
2025-01-14,58.43459038181818,16069.512355,0.49818181818181817,63.0,275
2025-01-15,55.50407602996255,14819.5883,0.4606741573033708,70.0,267
2025-01-16,56.08546988679245,20807.709328,0.3423180592991914,75.0,371
2025-01-17,29.43872104201681,7006.415608,0.5294117647058824,75.0,238
2025-01-18,0.6808495883256521,443.2330819999995,0.38095238095238093,77.0,651
2025-01-19,56.10963580216975,87923.799302,0.20229738353541799,77.0,1567
2025-01-20,66.37052408593155,87277.239173,0.5224334600760456,76.0,1315
2025-01-21,20.901583813207548,11077.839421,0.3867924528301887,76.0,530
2025-01-22,24.66875968389423,20524.408057,0.28125,84.0,832
2025-01-23,83.13320374384236,101256.24216,0.6609195402298851,75.0,1218
2025-01-24,12.131326931350113,10602.779738,0.5583524027459954,75.0,874
2025-01-25,-20.450625011857706,-10348.016255999999,0.27865612648221344,75.0,506
2025-01-26,90.51766445232816,40823.466668,0.43458980044345896,73.0,451
2025-01-27,53.469295461837,41331.765392,0.4760672703751617,71.0,773
2025-01-28,36.103642516064255,17979.613973,0.6285140562248996,72.0,498
2025-01-29,25.737375241758244,23421.01147,0.4164835164835165,72.0,910
2025-01-30,21.64711470009372,23097.471385,0.3467666354264292,70.0,1067
2025-01-31,35.303441705708664,35868.296773,0.5413385826771654,76.0,1016
2025-02-01,50.946695610410096,32300.205017,0.5962145110410094,68.0,634
2025-02-02,123.46835452843062,162854.759623,0.35860500379075055,60.0,1319
2025-02-03,146.58459086932774,348871.326269,0.4634453781512605,44.0,2380
2025-02-04,165.9541752070064,416876.88812,0.276671974522293,72.0,2512
2025-02-05,43.721075992289904,56706.235562,0.3215111796453354,54.0,1297
2025-02-06,19.84955944392249,33803.799733,0.46095126247798,49.0,1703
2025-02-07,14.730972500656167,22450.002091,0.2821522309711286,44.0,1524
2025-02-08,1.0203534834782608,586.703253,0.19130434782608696,44.0,575
2025-02-09,197.05736844502616,150551.829492,0.4306282722513089,46.0,764
2025-02-10,71.88807047244094,63908.49465,0.4780652418447694,43.0,889
2025-02-11,-7.186067001179245,-6093.784817,0.21816037735849056,47.0,848
2025-02-12,19.251828353055284,19848.635032,0.4626576139670223,46.0,1031
2025-02-13,20.313528640875912,27829.534238,0.4678832116788321,50.0,1370
2025-02-14,129.22095184773414,213860.675308,0.42900302114803623,48.0,1655
2025-02-15,48.32932082618026,45042.92701,0.4302575107296137,50.0,932
2025-02-16,3.4794103157121876,2369.478425,0.44052863436123346,54.0,681
2025-02-17,1.9325964877789585,1818.573295,0.22422954303931988,51.0,941
2025-02-18,54.418062292959426,91204.672403,0.5119331742243437,47.0,1676
2025-02-19,11.010870463629685,14985.794701,0.4276267450404115,44.0,1361
2025-02-20,22.867193887673956,46008.794102,0.47912524850894633,49.0,2012
2025-02-21,63.904695114789114,119693.49395,0.5221569674319274,55.0,1873
2025-02-22,36.849423,25278.704178,0.4970845481049563,49.0,686
2025-02-23,20.494104328846156,10656.934251,0.45,50.0,520
